# PS3 Classic child content index v1
# I\tTITLE_ID\tFLAGS(D/A/T)
# L\tTITLE_ID\tDLC_NAME\tCONTENT_ID
I	NPJB00765	D
I	NPJB00785	D
I	NPJB00789	D
I	NPJB00797	D
I	NPJB00798	T
I	NPJB00803	T
I	NPJH50412	T
I	NPJH50631	A
I	NPJQ00001	T
I	NPJQ00006	T
I	NPJQ00007	T
I	NPJQ00008	T
I	NPJQ00019	T
I	NPJQ00036	A
I	NPJQ00045	T
I	NPJQ00046	T
I	NPJQ80005	A
I	NPJQ80009	A
I	NPJQ90007	T
I	NPJQ90023	T
I	NPJQ90038	T
I	NPJQ90057	T
I	NPJR00021	T
I	NPJR00031	T
I	NPJR00038	T
I	NPJR00044	T
I	NPJR80016	A
I	NPJR80021	A
I	NPJR80022	A
I	NPJR80035	A
I	NPJR80041	A
I	NPJR90029	T
I	NPJR90041	T
I	NPUA30002	D
I	NPUA30005	D
I	NPUA30035	D
I	NPUA30059	D
I	NPUA30061	D
I	NPUA30066	D
I	NPUA30073	D
I	NPUA30134	D
I	NPUA30166	D
I	NPUA70087	T
I	NPUA70129	T
I	NPUA70143	D
I	NPUA70180	D
I	NPUA80001	D
I	NPUA80002	D
